SysFile Entry Id;SysFile Entry (Description);Corrective action
0x4A49;Warning - AcCurrentSensorMgr789 0x49 - Phase 9 current sensor deactivated - out of range signal | (Warning Phase 9 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A4A;Warning - AcCurrentSensorMgr789 0x4A - Phase 7 current sensor deactivated - ISum | (Warning Phase 7 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A4B;Warning - AcCurrentSensorMgr789 0x4B - Phase 8 current sensor deactivated - ISum | (Warning Phase 8 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A4C;Warning - AcCurrentSensorMgr789 0x4C - Phase 9 current sensor deactivated - ISum | (Warning Phase 9 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A4D;Warning - AcCurrentSensorMgr789 0x4D- Two or more current sensors are incorrect - Compensation reverted | (Warning - Two or more current sensors are incorrect - Compensation reverted);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A4E;Warning - AcCurrentSensorMgr789 0x4E- Auto-disable has been turned off manually - No compensation available | (Auto-disable has been turned off manually - No compensation available);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4B00;Warning - CoilTempSensorMgr 0x00 - Motor temperature sensor A1 is invalid | (Warning - Motor temperature sensor A1 is invalid.);( | ACB1 | ) Verify/change the motor sensor/VMU interface harness between inverter and the machine | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4B01;Warning - CoilTempSensorMgr 0x01 - Motor temperature sensor B1 is invalid | (Warning - Motor temperature sensor B1 is invalid.);( | ACB1 | ) Verify/change the motor sensor/VMU interface harness between inverter and the machine | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4B02;Warning - CoilTempSensorMgr 0x02 - Motor temperature sensor C1 is invalid | (Warning - Motor temperature sensor C1 is invalid.);( | ACB1 | ) Verify/change the motor sensor/VMU interface harness between inverter and the machine | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4B03;Warning - CoilTempSensorMgr 0x03 - None of the motor temperature sensors is valid | (Warning - None of the motor temperature sensors is valid.);( | ACB1 | ) Verify/change the motor sensor/VMU interface harness between inverter and the machine | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4C00;Warning - Active Discharge 0x00 - VBat increased above voltage threshold | (VBat increased above voltage threshold);( | ANA | ) No action related
0x4C01;Warning - Active Discharge 0x01 - Internal software error | (Internal software error);( | ANA | ) No action related
0x4C02;Warning - Active Discharge 0x02 - Batteries are still connected | (Batteries are still connected);( | ANA | ) No action related
0x4C03;Warning - Active Discharge 0x03 - Exceeded normal discharge time | (Exceeded normal discharge time);( | ANA | ) No action related
0x4C04;Warning - Active Discharge 0x04 - Motor speed too high at active discharge start | (Motor speed too high at active discharge start);( | ANA | ) No action related
